Esperanto,Japanese_Trans,Chinese_Trans,Korean_Trans,Level_JP,Level_CN,Level_JP_Num,Level_JP_Scaled,Unified_Level
mola,"{Ｂ}やわらかい, 柔軟な; 優しい, 柔和な; 弱々しい; 【声】軟音の",软,"①무른, 물렁물렁한, 유연(柔軟)한. ②(빛・소리 따위가)부드러운, 온화한. ☞ milda, softa, karesa, tenera. ③(물 따위가)연(軟)한. ～a akvo 연수(軟水). ④<음성> (音이)부드러운. ⑤<비유> 연약한, 나약한, 무기력한. ～a koro 나약한 마음. ☞ senenergia. ～acxa 나약한, 무기력한. ～ajxo 연약한・부드러운 것(물건), 물체의 물렁물렁한 부분. ～eco 물렁물렁함, 포근함, 부드러움, 유연함, 나약, 무기력. ～igi 물렁물렁하게 하다, 녹이다. ～igxi 물렁물렁해지다, 부드러워지다. ～igxo 연하게 됨, 연화(軟化). mal～a ①딱딱한, 굳은, 뻣뻣한, (고기가)질긴. ☞ dura, hardita. ②굽히지 않는, 무뚝뚝한, 무자비한, 인정이 없는, 냉혹한. ☞ bronza, fera, sxtona, sxtala, rigida. mal～eco 경도(硬度). mal～igxo 경화(硬化). sxvel～a 두툼하고 부드러운. ～anaso 물오리의 일종. ～hara 비단의, 비단 같은, 견직물의, 비단같이 부드러운, 부드러운 털을 가진. ～kora 마음이 부드러운, 정다운, 애정 어린, 다정한. ～korpa 연체(軟體)의. ～matura (과일 따위가)물렁물렁하게 익은. ～ulo 연약한(나약한) 사람.|||<화학> 그램분자, grammolekulo.",A,5.0,1.0,2.54,3.77
momento,"{Ｂ}瞬間, 短時間, ちょっとの間",片刻，瞬间,"순간, 일각(一刻), 잠시, 찰라. en ～o 순간적으로. ☞ minuto, sekudno. ～a 순간적인, 잠시의, 순식간의, 일시적인, 잠시 있다 사라지는. ～e 순간적으로, 한 순간에. cxiu～e 매 순간, 시시각각으로. sam～a 동시의, 같은 순간의. sam～igi 동시에 일어나게(벌어지게, 이루어지게) 하다, 동시성을 갖게 하다, (영화)동시 녹음하다. last～e 마지막 순간에. ～foto 스냅사진.",B,4.0,2.0,5.67,4.83
monato,{Ｂ}（暦の）月; 一か月,月，月份,"①(년・월의)달, 월(月). ②한 달(의 기간). ☞ trimestro, semestro. ～a 달의, 월간(月刊)의. ～a revuo 월간 잡지; ～a partopago, ～pago 월부(月賦). ～ajxo 월경(月經). ～fino 월말(의 며칠). ～komenco 월초(月初), (종교)신월제(新月祭). cxiu～a 매월(每月)의, 한 달에 한 번 발생하는. du～a 격월간의. duon～a 격주간(隔週刊)의, dusemajna. ses～a 반년간(半年間)의, duonjara. tri～a 계간(季刊)의, kvaronjara. miel～o 밀월(蜜月).",A,4.0,1.0,2.54,3.27
mondo,"{Ｂ}世界; 宇宙, 万物; 世の中, 世間, 社会; ～界; 世人, 世の人々",世界,"“세계, 세상, 현세, 이승, 인간세상, 만물, 천지, 우주, 세상만사, 사교계, 활동무대” 따위를 뜻하며 다음과 같은 의미로 활용된다: ①우주, 세계. ②(의식의)세계. ③태양계. ④(인간이 존재하는)지구, 세계, 땅. ⑤(인간이 사는)세상, 세상의 일부. ⑥인류 전체. ⑦세상만사, 인간의 일. ⑧사회의 상류층, 상류사회, 사교계. ☞ mondumo. ⑨활동무대, …계(界). la ～o de la sporto, de la muziko 스프츠 계, 음악계. ⑩가장 좋은 것을 표현하는 방법. sxi estas la plej bela en la ～o 그녀는 세상에서 제일 예쁘다. ～a 세계의, 세계적인, 세상적인. ～ajxo 세상의 부(富), 세상의 헛된 일. ～umo (고급)사교계. ～umajxo 사교생활의 (세속적인)쾌락. ～fama 세계적으로 유명한. ～fino 세상 끝, 말세. ～korpo 천체, cxiela korpo. ～lingvo 세계어. ～mapo 세계지도. ～milito 세계 대전. ～ocivitaneco 세계시민권. ～okoncepto 세계관. ～osperto 세계적인 견문. alt～a, grand～a 상류사회의, 상류 사교계의. grand～a sinjorino 상류사회의 귀부인. pra～o 원시세계. trans～a 저승의. trans～o 저승. tut～a 전세계의.",A,2.0,1.0,2.54,2.27
mono,"{Ｂ}かね, 金銭, 通貨",钱,"돈, 금전(金錢), 통화(通貨), 화폐. ～a 금전의, 돈의. ～a afero 금전상의 일. ～e 현금으로. pagi ～e 현금으로 지불하다. ～ejo 조폐국(造幣局). ～ero 동전, 주화. ～isto 환전상, 돈 바꿔주는 사람. ～oferujo 헌금함. ～puno 벌금(罰金). ～sako 돈주머니. ～ŝranko 금고. ～ujo 돈지갑. el～igi 지출하다, 돈을 쓰다. sen～a 무일푼의.",A,3.0,1.0,2.54,2.77
monstro,"{Ｂ}怪物, 化け物, 怪獣; 《転》残忍な人, 極悪人, 人非人",畸形的动植物，怪物,"①괴물(怪物), 기형(奇形). ②<비유> 기인(奇人). ～a ①기형(奇形), 이상한 구조를 나타내는. ～a floro, bovido 이상하게 생긴 꽃, 송아지. ②<비유> 이상한 행동으로 놀라게 하는, 겁을 주는. ～ajxo 괴상한・해괴한 말(짓・일).",C,9.0,3.0,8.79,8.9
monto,"{Ｂ}山, 山岳; 《転》（山ほどの）多数, 多量",山,"<지리> 고유명사에 붙어 ‘…산(山)’을 뜻한다: Paikdu-M～o 백두산; M～o Blanka (Blank-～o) 몽블랑; Fujxi-M～o 후지산; Kunlun-M～o 곤륜산.|||①산(山). la piedo de ～o 산록(山麓), 산기슭; la supro de ～o 산의 정상(頂上). ☞ kresto, alpismo. ②(～o da)높고 큰 무더기(덩어리). ～oj da rubajxoj 산더미 같은 쓰레기들. ☞ abismo, maro. ～ano 산(에 사는)사람, 산사람. ～aro ①산맥(山脈). ②(보통 휴식처로 간주되는)산, 산속. ～ara 산맥의, 산의. ～eto 언덕, 동산. ☞ altajxoj. ～igxi 산처럼 높이 솟다(높아지다). ～bastono 등산지팡이. ～bazo 산기슭, 산록, ～piedo. ～dorso 산등성이. ～grimpado 등산, alpismo. ～pasejo, ～paso 산길, 고개길. ～ricxa, ～abunda 산이 많은. ～supro 산꼭대기. al～e (강의)상류(上流)에. inter ～o (산간의)협로(峽路), 협곡, 고개, 재. trans～ano 산 저편 사람. pint～o 우뚝 솟은 봉우리가 있는 산. tombo～o 고분(古墳), tumulo.",A,3.0,1.0,2.54,2.77
montri,"{Ｂ}［他］示す, 見せる, 提示する; 指さす, 指し示す; 教示する, 教える; 表す, 発揮する",出示，指出，表明,"[타] ①보이다, 보여주다, 제시(提示)하다. ☞ vidigi, malkasxi. ②가리키다. ～i la nordon 북쪽을 가리키다. ☞ indiki. ③가리켜주다, 보여주다, 안내하다, 지시하다. ☞ gesti. ④나타내다, 드러내다. ⑤(…한 사실을)알려주다, 이해시켜주다, 가르쳐 주다. ☞ indiki, pruvi, demonstri. ⑥(사물이)…을 뜻하다, …의 표시이다. kolero ～as malsagxulon 분노는 바보의 표시이다. sin ～i ①(사람이)자신을 내보이다, 모습을 나타내다. ②(표시・행동 따위로)…하다는 것을 증명하다. ～u vian grandanimecon 당신의 관대함을 증명하시오. ③(무엇이)드러나다, …하게 나타나다. ～a ①…을 가리키는 데 쓰이는. la ～a fingro 검지, 집게손가락. ②<문법> 지시(指示)의. ～aj pronomoj 지시 대명사. ～o 지시(指示), 전시(展示). ～igxi ①(사물이)눈으로 볼 수 있게 되다, 나타나다. ②(～igxi -a) …임이 명백해지다(판명되다), 확실하게 나타나다, 드러나다. ☞ aperi, aspekti. ③…한 (자신의)모습을 보여주다. ～ilo …을 지시해 주는 도구: (시계・나침판 따위의)바늘, 표시기(表示器), 지표(指標). ☞ nadlo. ～fosto 푯대, 표주(標柱). ～bastono 지시봉, 지휘봉. ～kesto 진열창(窓), 유리상자. ～osalono 전시장. al～i (몸짓으로)방향을 가리키다. el～i 내보이다, 나타내다, 진열하다, 표시하다. el～ado 내보임, 전시(展示). ☞ ekspozicio. el～igxema, sin ～ema 잘난체하는, 건방진, 자신의 자랑거리를 남에게 나타내기를 좋아하는. el～emulo <의학> 노출광(露出狂). hor～ilo 시계바늘. vent～ilo 풍향계. voj～ilo 도로안내 푯대, 표주(標柱), 이정표.",A,2.0,1.0,2.54,2.27
monumento,"{Ｂ}記念碑, 記念建造物; 重要な遺物, 記念物; 《転》不朽の業績",纪念碑，墓碑,"①(역사적・공공의)대건축물, 기념건물. ②기념 건조물, 기념비. ③<비유> 불후의 저작・작품, 걸작. ～a ①기념비의. ②<비유> 기념비적인, 불멸의, 불후의, 거대한, 엄청난. ～a vortaro 기념비적인(거대한) 사전.",C,9.0,3.0,8.79,8.9
moralo,"{Ｂ}道徳, 道義, 倫理, モラル; 道徳論, >>etiko",伦理道德；道德（规范）,"도덕(道德), 도의(道義). religia ～o 종교적 도의; la negoca ～o 상거래상의 도의; politika ～o 정치적 도의. ～a 도덕・도의에 관한, 윤리적인, 도의적인, 정신적인. ～aj agoj 윤리적 행위. ～e 도의적으로, 윤리적으로. ～e konduti 도의적으로 행동하다. ～ajxo (동화・역사・사건 따위의)도덕적인 교훈. ～eco 도덕성(道德性), 윤리성. ～ismo 도덕주의, 도덕의 강조. ～isto 도덕가, 도학자(道學者), 윤리학자, 윤리 사상가. ～instruo (도덕적인)교훈, 훈시, 훈계. mal～a 부도덕한, 패덕한, 패륜의, 추잡한, 외설스러운. sen～igi 풍속을 문란케 하다(타락・퇴폐시키다). ☞ korupti, forlogi. sen～ismo 비도덕주의. sen～isto 배덕자(背德者), 패륜아.",C,9.0,3.0,8.79,8.9
mordi,"{Ｂ}［他］かむ, かみつく, かじる; 削り取る, 腐食する",咬；腐蚀，侵蚀,"[타] ①물다, 깨물다, 물어뜯다, (모기 따위가)쏘다, (쥐・좀 따위가)쏠다, (줄 따위로)쓸다. ☞ piki. ②부식(腐蝕)시키다, 침식(浸蝕)시키다. ③(齒車 따위가)맞물리다. ～o 물기, 물어뜯기. ～a～anta. ～ajxo ①물어 뜯어낸 조각. ②(말의)재갈. ☞ brido. ～anta 물어뜯는, 쏠아버리는, (줄 따위가)잘 쓸리는, 날카로운, 쏘아붙이는, 신랄한. 부식성의. ☞ kauxstika, koroda. ～anto <화학> 부식제(腐蝕劑). ～eti ①콕콕 쪼다, 가볍게 물다. ②(쥐・좀 따위가)쏠다, (줄 따위로)쓸다. ～ovundo 물린 상처, 교상(咬傷). cxirkaux～i (쥐 따위가)쏠다, (벌레가 잎・과일을)갉아먹다, (개가 뼈다귀를)갉아먹다. de～i 물어뜯다, 물어서 떼어내다. el～i 물어뜯어 (구멍 따위를)만들다. for～i de～i.",C,7.0,3.0,8.79,7.9
morgaŭ,"{Ｂ}［副］明日, あす",明天,"①<부사> 내일(來日). ②가까운 장래을 뜻하는 부사. ③“내일, 가까운 장래(미래)”를 뜻하는 명사. cxiu ～ havas sian zorgon 모든 미래는 나름대로의 걱정거리가 있다. ～a 내일의, 내일 일어날. ～o 내일 날짜, 다음날. post～ 모레.",A,1.0,1.0,2.54,1.77
moro,"{Ｂ}風俗, 慣習, 風習, 習わし, >>kutimo",风俗，习惯,"관습, 풍습, (사회의)풍속(風俗), 관행(慣行), 풍기(風紀). ☞ moralo, kutimo, tradicio, juro. ～isto 풍속 연구가, 풍속화가(畵家). ～pentrajxo 풍속화(風俗畵), gxenropentrajxo. ～polico 풍기단속 경찰. pri～a 풍습・풍속에 관한. pri～a komedio, romano 풍습을 다루는 희극, 소설. sever～a 엄숙한, 풍습이 엄(嚴)한.",B,7.0,2.0,5.67,6.33
morti,"{Ｂ}［自］死ぬ, 亡くなる, 死亡する; 枯れる; 無感覚になる; 《転》消える, 滅びる",死亡,"[자] ①죽다. ～i de malsato 굶어죽다. ☞ forpasi. ②<식물> 잎이 마르다, 고사(枯死)하다. ～intaj folioj 말라죽은 잎들. ③<의학> 감각을 잃다. ～inta fingro 감각이 마비된 손가락. ④<비유> 사멸하다, 사라지다. ☞ perei, velki, droni, detruigxi, elvisxigxi, ruinigxi, estingigxi. ～o 죽음, 사망, 소멸, 멸절. sxajna ～o 가사 상태. ～a ①죽음의. ～aj simptomoj 죽음의 증상들. ②죽은. ～a korpo, besto 죽은 몸, 짐승. ③죽음을 가져오는(야기하는). ～a malsano 죽음에 이르게 하는 질병. ④죽는, 죽을 수밖에 없는, 죽게 되어 있는, 죽을 운명의, 필멸(必滅)의, ～ema. ⑤<비유> 죽음같은. ～a silento 죽음같은 정적(靜寂). ⑥<기계> 효력(효과)없는, 중립의. ～e 죽도록, 치명적으로. ～e vundita 치명적으로 상처를 입은. ～adoz 사망률, 사망자 수. ～ema～a ④. ～igi ①[타] 죽이다, 살해하다. ～igi sin mem 자살하다; brul～igi 화형시키다; pik～igi 찔러 죽이다; gas～igi 독가스로 죽이다; prem～igi 압사(壓死)시키다; kasx～igi 암살하다. ②<비유> 섬멸하다, 제거하다, 없애다. ☞ detrui, pereigi, ruinigi. ～igo 살인, 살해. ～iginto 살인자. ～igito 피살자. ～igxi 죽음을 당하다, (본의 아니게)죽음에 이르다. ～iga 치사(致死)의, 치명적인. ～inda 죽어 마땅한, 죽을만한. ～intajxo 죽은 것, 시체, 사체(死體). ☞ kadavro, putrajxo. ～intejo 무덤. ～ideva ～ema. ～okvanto 사망률, 사망자 수. ～insido 암살. ～onta 죽으려고 하는, 임종(臨終)의. ～opafi 사살(射殺)하다. ～osalto 투신(投身). ～osojle 죽음의 문턱에서. ～sonorado 임종을 알리는 종소리, 조종(弔鐘). ～tuko 수의(壽衣). ek～i 갑자기 죽다, 곧 죽다. for～i [자] 죽어 없어지다, 사라지다. gxis～a 죽을 때까지 계속(지속)되는, 죽도록, 종신(終身)의. mem～igo, sin～igo 자살(自殺). ☞ suicido. paf～igi ～opafi. post～a 사후(死後)의. sen～a 죽지 않는, 죽음을 모르는, 영생의, 불후의, ne～ema. trans～a 죽은 뒤에 있는, 사선(死線)을 넘어 존재하는, 저 세상의. tran～e 사선(死線)을 넘어서.",A,2.0,1.0,2.54,2.27
moskito,{Ｂ}【虫】蚊（主に熱帯性）; >>kulo（一般的な蚊）,蚊,"<곤충> 모기. ☞ anofelo, kulo. ～vualo, ～kurt-eno 모기장.",C,8.0,3.0,8.79,8.4
motoro,"{Ｂ}【機】原動機, モーター, エンジン; 《転》原動力, 主導者",发动机，摩托，引擎；动力,"①모터, 원동기, 발동기, 엔진. ②<해부> 운동 근육, 운동 신경. ③<비유> 활동의 중심인물, 발전을 촉진하는 것(원동력), 주동자, 주모자. ～isto 운전사. ☞ auxtisto, sxoforo. ～izi [타] …에 모터를 달다, 기계화(동력화)하다, (군대의 수송 따위를)자동차화하다. dizel～o 디젤 엔진, dizelo.",B,8.0,2.0,5.67,6.83
movi,{Ｂ}［他］動かす; 移動させる; 《転》（人の気持ちを）動かす,移动,"[타] ①(물건을 다른 곳으로)움직이다, 옮기다. ☞ sxovi, pusxi, jxeti, loki, meti. ②(팔다리・몸의 일부를)움직이다, 자세를 바꾸다. ☞ balanci, levi, skui, svingi. ③<비유> 감동시키다, 마음을 움직이다, 충동하다, 부추기다. sin ～i ①몸의 자세를 바꾸다(움직이다). ②움직이다, ～igxi. ～o 움직임, 동작(動作), 활동. ～a 움직이는, 발동의, 원동력이 되는. ～a forto 원동력. ☞ kineta. ～ado ①지속적인 움직임, 동정(動靜), 활동. ②(문화활동을 위한)운동(運動). internacilingva ～ado 국제어 보급운동. ③(부대의)이동. ～ado de trupo 부대의 이동. ～ebla 움직일 수 있는, 이동할 수 있는. ～ebla meblo 이동식 가구. ～eco 움직이는 성질(기능), 근육 신축 기능. ～igxi ①움직이다, 이동되다, 동(動)하다. ☞ sxanceligxi, tremi. ②sin ～i. ～igxema 쉽게 움직이는, 움직이기 쉬운, 움직이기 좋아하는, 기동성・유동성이 있는. ～ilo 발동기, 엔진, 모터. ☞ motoro. ～ilaro 기계장치, 구조, 메커니즘. ☞ radoaro. ～bildo <영화> 활동사진. ～brili 번쩍거리다, 어른거리다. ～lerta 기민(機敏)한. ～oplena, multe～a 활기찬, 움직임이 많은, 번화한. ek～i 움직이기 시작하다, 활동을 개시하다. for～i 옮겨 치워버리다. mem～a 자동적인, auxtomata. ne～ebla 움직일 수 없는, 요지부동의. sen～a 움직임이 없는, 정지상태의, 부동(不動)의. facil～a 경쾌한, 민첩한, 쉽게 움직이는. kap～o 머릿짓. lant ～a 천천히 움직이는, 슬로우 모션의. liber ～a 행동에 자유가 있는, 자유롭게 움직이는. pas～o (축구에서 공을 다른 사람에게)넘겨주기, 패스해 주기. propra～a 자의(自意)에 의한, 자발적인. tri～a 삼전(三轉)의(서양장기에서 세 번 움직여 말을 보내는). turno～i [타] <요리> 여러 가지 성분을 뒤집어 잘 섞다. ☞ kirli.",A,2.0,1.0,2.54,2.27
mueli,"{Ｂ}［他］（ひきうすなどで）挽く, 粉にする, 細かく砕く; 押しつぶす",磨，碾,"[타] 빻다, 찧다, 가루를 만들다, 짓이기다. ～i tritikon, maizon 밀을, 옥수수를 빻다. ☞ pisti, grio. ～ejo 방앗간, 제분소. venta ～ejo 풍차 방앗간; akva ～ejo 물레방앗간. ～ilo 방아, 맷돌, 제분기. ～isto 방앗간 주인, 제분업자. ～dento 어금니, molaro. ～digo (물방앗간으로 물을 유도하는)둑. ～rado (물레방아의)물바퀴. ～sxtono 맷돌, 돌절구. bat～ilo 디딤 절구. glob ～ilo 분쇄기.",C,7.0,3.0,8.79,7.9
multa,"{Ｂ}多くの, 多数の, 多量の, たくさんの",大量；许多,"①(단수로)양이 많은, 다량의. ☞ kelka, multe da. ②(～j)수가 많은, 다수의, 셀 수 있는 것이 많은. ☞ kelkaj, pluraj. ③(명사로 쓰여서)많은 사람들. ～e I. <부사> ①많이, 다량으로. ～e dormi 많이 잠자다. ②훨씬, 대단히, 매우(비교할 때 강조형으로 쓰인다). ～ pli bona 훨씬 더 좋은. II. 명사로서의 부사: 다량, 다수, 무더기. ～e da mono, da sagxo 많은 돈, 지혜. III. 접미사로서의 부사: ～epacienca Dio 인내심이 많으신 하나님; ～ehara kranio 머리카락이 많은 머리; ～ehoma strato 사람들이 많은 거리. ～o 다수, 다량. ～igi (수량을)증가시키다, 늘이다, 번식시키다. ～igxi 많아지다, 증가되다, (수가)늘어나다. ～obla 여러 배(倍)의. ～obligi 여러 배(倍)로 만들다, 곱하다, multipliki. ～oblo 배수(倍數). ～ope 여럿이, 여럿이 한꺼번에. ～opo 집단. ～angula 다각(多角)의. ～edro 다면체(多面體). ～eforma 다형(多形)의, 다방면의, 모양이 다양한. ～ekosta 값비싼. ～enombra 수가 많은, 다수의. ～foje 여러번, 누차. ～homa 사람이 많은. ～jara 다년생(多年生)의, 나이 많은. ～latera 다변(多邊)의, 다변적인. ～silaba 다음절(多音節)의. ～vorta (문장에서)단어가 많은, 문체가 지루하게 긴. mal～a 적은. mal～e ①<부사> 적게, 조금. ②<명사> 적은 량, 적은 수. mal～e da homoj 적은 수의 사람들. ☞ iom, kelke. mal～o 소수(小數), 소량. mal～igi 적게 하다, (수량을)줄이다, 감소시키다. mal～igxi 적어지다, 줄다, 감소되다. malpli～o 소수, 소수집단, 소수당(黨). ☞ minoritato. plej～o 대다수, 다수집단, 다수당(黨). plejmal～o 가장 작은 정도, 가장 적은 양. pli～o ①과반수. ②다수파(多數派). ☞ majoritato. pli～igi (이미 많은 것을)더 많게 하다. tro～igxo 과잉 번식, 과잉 생산. homo～o 군중, homamaso. plej～e 제일 많이, 대부분.",A,2.0,1.0,2.54,2.27
